ID,Name,Category,Price
2091,Item2091,Sports,131.64
2092,Item2092,Books,422.0
2093,Item2093,Electronics,289.47
2094,Item2094,Sports,206.36
2095,Item2095,Books,46.78
2096,Item2096,Home,269.22
2097,Item2097,Clothing,446.06
2098,Item2098,Home,323.62
2099,Item2099,Clothing,365.58
2100,Item2100,Electronics,458.05
2101,Item2101,Clothing,31.0
2102,Item2102,Home,259.87
2103,Item2103,Home,154.7
2104,Item2104,Clothing,113.57
2105,Item2105,Clothing,385.49
2106,Item2106,Clothing,97.54
2107,Item2107,Books,234.56
2108,Item2108,Electronics,85.05
2109,Item2109,Sports,88.49
2110,Item2110,Home,277.23
2111,Item2111,Electronics,153.08
2112,Item2112,Home,192.21
2113,Item2113,Home,227.49
2114,Item2114,Sports,358.36
2115,Item2115,Sports,140.84
2116,Item2116,Electronics,317.18
2117,Item2117,Electronics,223.95
2118,Item2118,Sports,455.54
2119,Item2119,Sports,122.78
2120,Item2120,Sports,373.41
2121,Item2121,Sports,356.18
2122,Item2122,Books,216.22
2123,Item2123,Books,371.21
2124,Item2124,Sports,422.02
2125,Item2125,Home,433.28
2126,Item2126,Home,360.33
2127,Item2127,Clothing,331.73
2128,Item2128,Clothing,132.58
2129,Item2129,Sports,478.77
2130,Item2130,Clothing,318.47
2131,Item2131,Electronics,404.2
2132,Item2132,Clothing,479.88
2133,Item2133,Electronics,262.94
2134,Item2134,Electronics,244.95
2135,Item2135,Books,126.38
2136,Item2136,Electronics,379.3
2137,Item2137,Sports,33.96
2138,Item2138,Electronics,366.07
2139,Item2139,Home,437.04
2140,Item2140,Home,369.66
2141,Item2141,Clothing,311.2
2142,Item2142,Sports,147.86
2143,Item2143,Clothing,243.12
2144,Item2144,Home,146.21
2145,Item2145,Home,470.69
2146,Item2146,Clothing,164.13
2147,Item2147,Home,164.0
2148,Item2148,Clothing,196.25
2149,Item2149,Electronics,355.69
2150,Item2150,Home,58.79
2151,Item2151,Home,156.34
2152,Item2152,Books,490.7
2153,Item2153,Clothing,38.06
2154,Item2154,Sports,226.43
2155,Item2155,Books,15.76
2156,Item2156,Home,35.44
2157,Item2157,Books,219.35
2158,Item2158,Home,488.63
2159,Item2159,Clothing,125.01
2160,Item2160,Home,165.97
2161,Item2161,Sports,170.13
2162,Item2162,Electronics,222.06
2163,Item2163,Sports,366.97
2164,Item2164,Books,316.24
2165,Item2165,Home,446.86
2166,Item2166,Electronics,421.13
2167,Item2167,Books,361.91
2168,Item2168,Electronics,265.2
2169,Item2169,Sports,337.97
2170,Item2170,Electronics,231.16
2171,Item2171,Books,205.54
2172,Item2172,Electronics,274.0
2173,Item2173,Electronics,123.04
2174,Item2174,Electronics,17.27
2175,Item2175,Sports,482.77
2176,Item2176,Home,303.82
2177,Item2177,Clothing,40.0
2178,Item2178,Home,91.73
2179,Item2179,Home,144.18
2180,Item2180,Electronics,241.13
2181,Item2181,Electronics,365.83
2182,Item2182,Home,382.06
2183,Item2183,Electronics,381.43
2184,Item2184,Sports,142.71
2185,Item2185,Sports,186.2
2186,Item2186,Sports,496.69
2187,Item2187,Home,149.01
2188,Item2188,Clothing,295.16
2189,Item2189,Clothing,162.63
2190,Item2190,Clothing,448.99
2191,Item2191,Sports,345.4
2192,Item2192,Clothing,12.67
2193,Item2193,Sports,111.25
2194,Item2194,Sports,129.44
2195,Item2195,Books,152.64
2196,Item2196,Home,185.11
2197,Item2197,Home,14.9
2198,Item2198,Sports,50.45
2199,Item2199,Electronics,473.59
2200,Item2200,Electronics,483.28
2201,Item2201,Electronics,307.03
2202,Item2202,Books,217.16
2203,Item2203,Electronics,75.81
2204,Item2204,Books,435.13
2205,Item2205,Home,120.65
2206,Item2206,Electronics,410.91
2207,Item2207,Clothing,422.66
2208,Item2208,Books,303.37
2209,Item2209,Sports,101.42
2210,Item2210,Electronics,378.85
2211,Item2211,Clothing,258.27
2212,Item2212,Books,294.77
2213,Item2213,Sports,485.2
2214,Item2214,Sports,440.2
2215,Item2215,Books,18.99
2216,Item2216,Sports,307.8
2217,Item2217,Electronics,339.79
2218,Item2218,Home,107.08
2219,Item2219,Sports,478.52
2220,Item2220,Clothing,363.64
2221,Item2221,Books,39.66
2222,Item2222,Electronics,255.98
2223,Item2223,Home,100.96
2224,Item2224,Clothing,41.35
2225,Item2225,Home,107.02
2226,Item2226,Books,223.65
2227,Item2227,Clothing,121.48
2228,Item2228,Books,433.38
2229,Item2229,Electronics,183.43
2230,Item2230,Electronics,386.57
2231,Item2231,Books,415.52
2232,Item2232,Clothing,107.79
2233,Item2233,Clothing,260.09
2234,Item2234,Home,459.92
2235,Item2235,Electronics,236.06
2236,Item2236,Electronics,62.77
2237,Item2237,Sports,445.53
2238,Item2238,Clothing,114.38
2239,Item2239,Home,304.91
2240,Item2240,Clothing,86.22
2241,Item2241,Electronics,277.92
2242,Item2242,Sports,11.55
2243,Item2243,Books,93.03
2244,Item2244,Sports,15.76
2245,Item2245,Sports,336.88
2246,Item2246,Home,209.6
2247,Item2247,Home,373.24
2248,Item2248,Home,436.55
2249,Item2249,Clothing,414.36
2250,Item2250,Sports,29.72
2251,Item2251,Clothing,456.25
2252,Item2252,Sports,296.6
2253,Item2253,Books,268.39
2254,Item2254,Books,124.45
2255,Item2255,Clothing,227.92
2256,Item2256,Home,346.18
2257,Item2257,Electronics,171.68
2258,Item2258,Electronics,442.87
2259,Item2259,Electronics,294.57
2260,Item2260,Clothing,480.69
2261,Item2261,Books,315.87
2262,Item2262,Books,25.28
2263,Item2263,Home,202.21
2264,Item2264,Sports,290.81
2265,Item2265,Books,101.75
2266,Item2266,Electronics,493.34
2267,Item2267,Sports,493.48
2268,Item2268,Books,86.36
2269,Item2269,Electronics,42.65
2270,Item2270,Home,373.23
2271,Item2271,Electronics,111.0
2272,Item2272,Clothing,453.34
2273,Item2273,Books,179.87
2274,Item2274,Home,478.48
2275,Item2275,Home,498.57
2276,Item2276,Home,54.64
2277,Item2277,Electronics,119.9
2278,Item2278,Clothing,433.27
2279,Item2279,Home,361.75
2280,Item2280,Clothing,411.22
2281,Item2281,Books,363.98
2282,Item2282,Books,299.42
2283,Item2283,Electronics,383.97
2284,Item2284,Sports,302.06
2285,Item2285,Electronics,25.67
2286,Item2286,Sports,249.74
2287,Item2287,Home,178.33
2288,Item2288,Electronics,37.76
2289,Item2289,Electronics,473.14
2290,Item2290,Books,304.38
2291,Item2291,Electronics,85.2
2292,Item2292,Sports,326.32
2293,Item2293,Home,62.34
2294,Item2294,Books,355.32
2295,Item2295,Sports,271.92
2296,Item2296,Electronics,106.32
2297,Item2297,Clothing,384.44
2298,Item2298,Home,250.43
2299,Item2299,Clothing,266.72
2300,Item2300,Clothing,334.15
2301,Item2301,Clothing,391.14
2302,Item2302,Clothing,46.09
2303,Item2303,Home,432.75
2304,Item2304,Books,190.69
2305,Item2305,Sports,123.25
2306,Item2306,Books,52.14
2307,Item2307,Books,63.54
2308,Item2308,Home,491.93
2309,Item2309,Electronics,267.91
2310,Item2310,Electronics,489.28
2311,Item2311,Home,284.9
2312,Item2312,Clothing,210.69
2313,Item2313,Clothing,410.25
2314,Item2314,Books,420.8
2315,Item2315,Electronics,80.43
2316,Item2316,Books,306.8
2317,Item2317,Clothing,372.66
2318,Item2318,Home,352.64
2319,Item2319,Clothing,475.61
2320,Item2320,Clothing,175.64
2321,Item2321,Sports,448.81
2322,Item2322,Electronics,288.08
2323,Item2323,Home,437.14
2324,Item2324,Sports,321.8
2325,Item2325,Clothing,297.48
2326,Item2326,Sports,275.2
2327,Item2327,Clothing,112.11
2328,Item2328,Books,202.05
2329,Item2329,Electronics,237.33
2330,Item2330,Home,271.36
2331,Item2331,Books,403.27
2332,Item2332,Sports,277.2
2333,Item2333,Electronics,138.49
2334,Item2334,Home,155.17
2335,Item2335,Clothing,12.29
2336,Item2336,Books,343.48
2337,Item2337,Books,84.3
2338,Item2338,Books,436.2
2339,Item2339,Sports,72.36
2340,Item2340,Electronics,197.78
2341,Item2341,Sports,113.31
2342,Item2342,Clothing,396.19
2343,Item2343,Books,36.65
2344,Item2344,Electronics,100.87
2345,Item2345,Electronics,144.37
2346,Item2346,Sports,444.9
2347,Item2347,Books,314.93
2348,Item2348,Clothing,486.66
2349,Item2349,Home,206.45
2350,Item2350,Electronics,24.43
2351,Item2351,Clothing,336.73
2352,Item2352,Books,434.78
2353,Item2353,Electronics,191.06
2354,Item2354,Clothing,211.03
2355,Item2355,Home,33.51
2356,Item2356,Sports,130.66
2357,Item2357,Home,78.28
2358,Item2358,Books,153.04
2359,Item2359,Clothing,146.19
2360,Item2360,Clothing,38.88
2361,Item2361,Books,53.03
2362,Item2362,Electronics,196.02
2363,Item2363,Books,228.62
2364,Item2364,Sports,279.74
2365,Item2365,Home,129.21
2366,Item2366,Electronics,367.66
2367,Item2367,Sports,76.42
2368,Item2368,Sports,80.65
2369,Item2369,Electronics,56.41
2370,Item2370,Sports,272.87
2371,Item2371,Clothing,398.58
2372,Item2372,Books,373.01
2373,Item2373,Electronics,392.61
2374,Item2374,Sports,408.57
2375,Item2375,Electronics,138.97
2376,Item2376,Electronics,218.21
2377,Item2377,Home,28.9
2378,Item2378,Electronics,101.55
2379,Item2379,Books,249.79
2380,Item2380,Clothing,373.52
2381,Item2381,Electronics,402.64
2382,Item2382,Electronics,179.53
2383,Item2383,Home,118.83
2384,Item2384,Books,317.26
2385,Item2385,Books,42.61
2386,Item2386,Books,172.72
2387,Item2387,Home,198.6
2388,Item2388,Electronics,262.89
2389,Item2389,Clothing,185.63
2390,Item2390,Electronics,247.16
2391,Item2391,Electronics,426.66
2392,Item2392,Clothing,72.47
2393,Item2393,Electronics,288.53
2394,Item2394,Home,36.8
2395,Item2395,Electronics,424.19
2396,Item2396,Books,393.75
2397,Item2397,Home,405.14
2398,Item2398,Clothing,499.03
2399,Item2399,Home,85.76
2400,Item2400,Clothing,76.19
2401,Item2401,Home,44.64
2402,Item2402,Home,154.94
2403,Item2403,Books,125.29
2404,Item2404,Clothing,288.24
2405,Item2405,Sports,439.24
2406,Item2406,Electronics,237.92
2407,Item2407,Sports,355.56
2408,Item2408,Books,444.41
2409,Item2409,Home,481.34
2410,Item2410,Electronics,479.58
2411,Item2411,Home,282.52
2412,Item2412,Electronics,50.66
2413,Item2413,Electronics,473.41
2414,Item2414,Electronics,297.09
2415,Item2415,Sports,311.06
2416,Item2416,Electronics,461.94
2417,Item2417,Sports,71.55
2418,Item2418,Electronics,11.84
2419,Item2419,Books,61.27
2420,Item2420,Books,300.24
2421,Item2421,Books,264.5
2422,Item2422,Sports,274.2
2423,Item2423,Clothing,309.5
2424,Item2424,Sports,127.1
2425,Item2425,Books,445.98
2426,Item2426,Home,325.88
2427,Item2427,Home,280.0
2428,Item2428,Electronics,288.0
2429,Item2429,Clothing,195.64
2430,Item2430,Electronics,407.64
2431,Item2431,Electronics,185.54
2432,Item2432,Home,173.19
2433,Item2433,Clothing,438.3
2434,Item2434,Books,164.93
2435,Item2435,Sports,268.02
2436,Item2436,Home,188.62
2437,Item2437,Books,339.53
2438,Item2438,Electronics,138.98
2439,Item2439,Clothing,488.91
2440,Item2440,Clothing,438.32
2441,Item2441,Home,150.12
2442,Item2442,Books,35.01
2443,Item2443,Home,224.01
2444,Item2444,Sports,213.94
2445,Item2445,Clothing,233.34
2446,Item2446,Clothing,173.82
2447,Item2447,Home,63.87
2448,Item2448,Clothing,499.25
2449,Item2449,Books,236.56
2450,Item2450,Home,107.52
2451,Item2451,Sports,21.58
2452,Item2452,Clothing,474.11
2453,Item2453,Sports,169.77
2454,Item2454,Books,428.26
2455,Item2455,Books,274.99
2456,Item2456,Clothing,425.67
2457,Item2457,Electronics,229.65
2458,Item2458,Books,28.55
2459,Item2459,Clothing,188.95
2460,Item2460,Sports,440.77
2461,Item2461,Sports,144.22
2462,Item2462,Sports,464.72
2463,Item2463,Sports,205.47
2464,Item2464,Books,89.37
2465,Item2465,Books,381.82
2466,Item2466,Sports,197.61
2467,Item2467,Clothing,91.96
2468,Item2468,Sports,134.12
2469,Item2469,Electronics,297.01
2470,Item2470,Sports,440.73
2471,Item2471,Home,440.42
2472,Item2472,Clothing,73.1
2473,Item2473,Sports,481.34
2474,Item2474,Sports,379.05
2475,Item2475,Sports,326.25
2476,Item2476,Books,379.8
2477,Item2477,Clothing,433.65
2478,Item2478,Electronics,212.87
2479,Item2479,Home,330.22
2480,Item2480,Books,401.95
2481,Item2481,Home,17.08
2482,Item2482,Books,251.07
2483,Item2483,Sports,416.08
2484,Item2484,Home,192.52
2485,Item2485,Home,318.52
2486,Item2486,Electronics,292.56
2487,Item2487,Home,368.97
2488,Item2488,Home,353.87
2489,Item2489,Electronics,459.54
2490,Item2490,Home,256.43
2491,Item2491,Books,151.61
2492,Item2492,Clothing,255.91
2493,Item2493,Sports,300.25
2494,Item2494,Clothing,286.81
2495,Item2495,Sports,165.77
2496,Item2496,Books,456.3
2497,Item2497,Home,139.87
2498,Item2498,Sports,410.63
2499,Item2499,Electronics,142.25
2500,Item2500,Home,313.04
2501,Item2501,Books,325.34
2502,Item2502,Clothing,163.39
2503,Item2503,Electronics,372.85
2504,Item2504,Books,433.15
2505,Item2505,Clothing,247.94
2506,Item2506,Electronics,197.96
2507,Item2507,Electronics,387.98
2508,Item2508,Electronics,12.9
2509,Item2509,Home,14.63
2510,Item2510,Electronics,470.92
2511,Item2511,Electronics,295.52
2512,Item2512,Sports,40.81
2513,Item2513,Electronics,195.34
2514,Item2514,Home,378.11
2515,Item2515,Clothing,243.85
2516,Item2516,Books,170.89
2517,Item2517,Electronics,230.9
2518,Item2518,Sports,430.32
2519,Item2519,Home,497.18
2520,Item2520,Books,392.96
2521,Item2521,Home,276.68
2522,Item2522,Sports,211.31
2523,Item2523,Books,115.33
2524,Item2524,Clothing,148.0
2525,Item2525,Electronics,272.02
2526,Item2526,Home,67.29
2527,Item2527,Sports,345.74
2528,Item2528,Electronics,89.7
2529,Item2529,Electronics,75.54
2530,Item2530,Books,317.9
2531,Item2531,Electronics,12.78
2532,Item2532,Sports,173.07
2533,Item2533,Electronics,463.61
2534,Item2534,Electronics,57.53
2535,Item2535,Clothing,343.9
2536,Item2536,Clothing,256.7
2537,Item2537,Clothing,295.33
2538,Item2538,Clothing,403.2
2539,Item2539,Home,373.67
2540,Item2540,Clothing,331.85
2541,Item2541,Books,15.37
2542,Item2542,Books,26.81
2543,Item2543,Books,23.77
2544,Item2544,Clothing,63.71
2545,Item2545,Electronics,26.22
2546,Item2546,Electronics,407.33
2547,Item2547,Books,370.99
2548,Item2548,Clothing,436.51
2549,Item2549,Clothing,151.62
2550,Item2550,Electronics,156.61
2551,Item2551,Electronics,408.66
2552,Item2552,Electronics,408.69
2553,Item2553,Books,326.01
2554,Item2554,Clothing,72.52
2555,Item2555,Books,415.47
2556,Item2556,Clothing,383.14
2557,Item2557,Clothing,344.62
2558,Item2558,Clothing,127.12
2559,Item2559,Books,327.44
2560,Item2560,Clothing,11.21
2561,Item2561,Books,184.36
2562,Item2562,Electronics,52.65
2563,Item2563,Electronics,212.06
2564,Item2564,Home,80.37
2565,Item2565,Clothing,413.75
2566,Item2566,Home,394.68
2567,Item2567,Home,199.4
2568,Item2568,Clothing,373.71
2569,Item2569,Electronics,246.06
2570,Item2570,Clothing,214.73
2571,Item2571,Electronics,21.36
2572,Item2572,Electronics,405.38
2573,Item2573,Home,271.03
2574,Item2574,Home,151.69
2575,Item2575,Sports,86.48
2576,Item2576,Electronics,96.45
2577,Item2577,Clothing,217.9
2578,Item2578,Clothing,407.05
2579,Item2579,Sports,140.5
2580,Item2580,Clothing,88.85
2581,Item2581,Sports,332.43
2582,Item2582,Home,93.12
2583,Item2583,Sports,341.14
2584,Item2584,Clothing,424.37
2585,Item2585,Electronics,270.57
2586,Item2586,Electronics,396.77
2587,Item2587,Sports,35.26
2588,Item2588,Clothing,124.97
2589,Item2589,Sports,293.49
2590,Item2590,Sports,176.45
2591,Item2591,Electronics,190.53
2592,Item2592,Clothing,321.36
2593,Item2593,Clothing,463.85
2594,Item2594,Books,292.64
2595,Item2595,Electronics,381.01
2596,Item2596,Books,176.45
2597,Item2597,Books,498.44
2598,Item2598,Clothing,443.77
2599,Item2599,Home,241.88
2600,Item2600,Clothing,74.99
2601,Item2601,Clothing,365.46
2602,Item2602,Electronics,474.09
2603,Item2603,Electronics,469.87
2604,Item2604,Clothing,487.75
2605,Item2605,Sports,377.84
2606,Item2606,Home,48.59
2607,Item2607,Clothing,112.97
2608,Item2608,Home,305.22
2609,Item2609,Sports,81.36
2610,Item2610,Books,472.33
2611,Item2611,Books,52.27
2612,Item2612,Books,52.12
2613,Item2613,Electronics,498.23
2614,Item2614,Clothing,372.66
2615,Item2615,Electronics,234.9
2616,Item2616,Sports,389.15
2617,Item2617,Electronics,22.65
2618,Item2618,Clothing,395.81
2619,Item2619,Home,125.0
2620,Item2620,Sports,27.8
2621,Item2621,Books,75.8
2622,Item2622,Electronics,259.28
2623,Item2623,Electronics,428.12
2624,Item2624,Electronics,208.5
2625,Item2625,Electronics,238.96
2626,Item2626,Electronics,18.83
2627,Item2627,Home,407.08
2628,Item2628,Sports,300.89
2629,Item2629,Books,32.95
2630,Item2630,Electronics,284.56
2631,Item2631,Electronics,441.12
2632,Item2632,Books,387.14
2633,Item2633,Clothing,39.45
2634,Item2634,Clothing,420.58
2635,Item2635,Clothing,275.68
2636,Item2636,Home,182.44
2637,Item2637,Electronics,447.67
2638,Item2638,Sports,425.37
2639,Item2639,Home,497.73
2640,Item2640,Books,208.87
2641,Item2641,Electronics,114.61
2642,Item2642,Home,249.0
2643,Item2643,Electronics,259.56
2644,Item2644,Home,312.37
2645,Item2645,Electronics,443.36
2646,Item2646,Clothing,356.83
2647,Item2647,Books,73.57
2648,Item2648,Electronics,139.29
2649,Item2649,Sports,152.03
2650,Item2650,Electronics,436.83
2651,Item2651,Books,488.52
2652,Item2652,Home,265.4
2653,Item2653,Clothing,158.02
2654,Item2654,Electronics,358.1
2655,Item2655,Electronics,479.88
2656,Item2656,Sports,351.97
2657,Item2657,Sports,111.69
2658,Item2658,Clothing,178.57
2659,Item2659,Books,344.89
2660,Item2660,Books,46.28
2661,Item2661,Home,61.19
2662,Item2662,Home,160.92
2663,Item2663,Clothing,270.9
2664,Item2664,Home,252.99
2665,Item2665,Clothing,119.83
2666,Item2666,Clothing,291.35
2667,Item2667,Clothing,392.09
2668,Item2668,Sports,127.55
2669,Item2669,Home,226.13
2670,Item2670,Electronics,208.34
2671,Item2671,Electronics,490.62
2672,Item2672,Books,314.51
2673,Item2673,Clothing,443.75
2674,Item2674,Home,290.88
2675,Item2675,Sports,134.76
2676,Item2676,Clothing,441.43
2677,Item2677,Electronics,415.64
2678,Item2678,Home,387.36
2679,Item2679,Electronics,189.05
2680,Item2680,Home,98.83
2681,Item2681,Books,420.48
2682,Item2682,Books,203.79
2683,Item2683,Books,71.65
2684,Item2684,Sports,313.83
2685,Item2685,Sports,291.53
2686,Item2686,Electronics,372.59
2687,Item2687,Sports,325.86
2688,Item2688,Clothing,457.1
2689,Item2689,Books,484.07
2690,Item2690,Clothing,238.7
2691,Item2691,Sports,346.9
2692,Item2692,Sports,39.4
2693,Item2693,Books,25.73
2694,Item2694,Books,447.59
2695,Item2695,Electronics,450.49
2696,Item2696,Sports,354.3
2697,Item2697,Home,452.98
2698,Item2698,Books,402.59
2699,Item2699,Electronics,102.33
2700,Item2700,Sports,479.32
2701,Item2701,Electronics,179.84
2702,Item2702,Home,373.06
2703,Item2703,Electronics,34.29
2704,Item2704,Sports,133.55
2705,Item2705,Electronics,296.19
2706,Item2706,Home,413.53
2707,Item2707,Clothing,153.6
2708,Item2708,Electronics,241.1
2709,Item2709,Home,230.14
2710,Item2710,Electronics,497.47
2711,Item2711,Electronics,336.55
2712,Item2712,Clothing,265.26
2713,Item2713,Books,85.35
2714,Item2714,Clothing,306.23
2715,Item2715,Books,259.68
2716,Item2716,Books,94.61
2717,Item2717,Home,11.82
2718,Item2718,Home,117.55
2719,Item2719,Sports,297.71
2720,Item2720,Electronics,314.48
2721,Item2721,Clothing,309.95
2722,Item2722,Sports,233.06
2723,Item2723,Books,414.0
2724,Item2724,Electronics,79.28
2725,Item2725,Clothing,18.73
2726,Item2726,Electronics,134.12
2727,Item2727,Sports,305.07
2728,Item2728,Clothing,478.02
2729,Item2729,Home,377.05
2730,Item2730,Electronics,272.65
2731,Item2731,Books,226.49
2732,Item2732,Home,31.23
2733,Item2733,Electronics,12.99
2734,Item2734,Clothing,275.91
2735,Item2735,Home,253.11
2736,Item2736,Home,454.04
2737,Item2737,Clothing,455.69
2738,Item2738,Clothing,374.2
2739,Item2739,Electronics,351.82
2740,Item2740,Books,418.23
2741,Item2741,Books,431.87
2742,Item2742,Sports,115.99
2743,Item2743,Sports,486.51
2744,Item2744,Home,469.17
2745,Item2745,Clothing,498.57
2746,Item2746,Sports,210.4
2747,Item2747,Clothing,386.66
2748,Item2748,Books,305.12
2749,Item2749,Clothing,177.79
2750,Item2750,Home,342.29
2751,Item2751,Sports,466.21
2752,Item2752,Sports,135.01
2753,Item2753,Clothing,356.96
2754,Item2754,Clothing,54.27
2755,Item2755,Sports,286.67
2756,Item2756,Home,376.32
2757,Item2757,Books,418.89
2758,Item2758,Electronics,289.86
2759,Item2759,Electronics,16.44
2760,Item2760,Clothing,165.93
2761,Item2761,Books,383.03
2762,Item2762,Sports,285.95
2763,Item2763,Books,151.88
2764,Item2764,Home,221.04
2765,Item2765,Home,295.53
2766,Item2766,Electronics,472.28
2767,Item2767,Home,335.72
2768,Item2768,Home,84.2
2769,Item2769,Sports,176.6
2770,Item2770,Home,201.7
2771,Item2771,Sports,279.92
2772,Item2772,Sports,89.06
2773,Item2773,Sports,446.01
2774,Item2774,Clothing,170.65
2775,Item2775,Electronics,413.75
2776,Item2776,Clothing,189.66
2777,Item2777,Electronics,478.82
2778,Item2778,Books,448.09
2779,Item2779,Electronics,496.37
2780,Item2780,Books,193.59
2781,Item2781,Electronics,350.04
2782,Item2782,Books,240.93
2783,Item2783,Clothing,428.93
2784,Item2784,Sports,386.59
2785,Item2785,Electronics,24.63
2786,Item2786,Electronics,345.17
2787,Item2787,Sports,241.38
2788,Item2788,Books,392.15
2789,Item2789,Electronics,240.77
2790,Item2790,Home,236.91
2791,Item2791,Sports,359.79
2792,Item2792,Books,162.45
2793,Item2793,Sports,43.19
2794,Item2794,Sports,105.32
2795,Item2795,Electronics,372.76
2796,Item2796,Sports,190.42
2797,Item2797,Sports,153.46
2798,Item2798,Electronics,237.67
2799,Item2799,Clothing,308.31
2800,Item2800,Home,312.86
2801,Item2801,Sports,445.45
2802,Item2802,Home,34.0
2803,Item2803,Electronics,160.64
2804,Item2804,Books,95.48
2805,Item2805,Clothing,200.57
2806,Item2806,Electronics,313.43
2807,Item2807,Home,34.16
2808,Item2808,Electronics,30.61
2809,Item2809,Books,166.69
2810,Item2810,Electronics,378.66
2811,Item2811,Books,22.21
2812,Item2812,Electronics,356.37
2813,Item2813,Home,336.1
2814,Item2814,Sports,234.82
2815,Item2815,Home,385.04
2816,Item2816,Home,17.45
2817,Item2817,Electronics,339.5
2818,Item2818,Clothing,169.74
2819,Item2819,Electronics,145.27
2820,Item2820,Books,305.14
2821,Item2821,Books,306.74
2822,Item2822,Home,273.37
2823,Item2823,Home,155.26
2824,Item2824,Home,343.75
2825,Item2825,Books,304.8
2826,Item2826,Sports,230.0
2827,Item2827,Books,222.13
2828,Item2828,Clothing,251.6
2829,Item2829,Clothing,263.9
2830,Item2830,Sports,196.12
2831,Item2831,Books,451.52
2832,Item2832,Home,388.89
2833,Item2833,Clothing,425.43
2834,Item2834,Electronics,198.12
2835,Item2835,Sports,48.84
2836,Item2836,Books,83.99
2837,Item2837,Home,60.81
2838,Item2838,Home,342.42
2839,Item2839,Electronics,124.91
2840,Item2840,Books,463.57
2841,Item2841,Electronics,142.48
2842,Item2842,Clothing,149.75
2843,Item2843,Electronics,408.42
2844,Item2844,Home,425.63
2845,Item2845,Sports,267.81
2846,Item2846,Sports,164.15
2847,Item2847,Sports,158.81
2848,Item2848,Clothing,307.85
2849,Item2849,Home,263.64
2850,Item2850,Sports,416.05
2851,Item2851,Books,437.88
2852,Item2852,Clothing,480.22
2853,Item2853,Clothing,226.82
2854,Item2854,Electronics,395.88
2855,Item2855,Books,465.21
2856,Item2856,Clothing,234.0
2857,Item2857,Electronics,362.76
2858,Item2858,Clothing,402.1
2859,Item2859,Books,389.48
2860,Item2860,Clothing,454.27
2861,Item2861,Home,278.65
2862,Item2862,Home,452.83
2863,Item2863,Sports,468.95
2864,Item2864,Home,11.17
2865,Item2865,Electronics,470.74
2866,Item2866,Home,369.36
2867,Item2867,Clothing,126.67
2868,Item2868,Sports,282.92
2869,Item2869,Sports,315.51
2870,Item2870,Home,192.52
2871,Item2871,Sports,35.97
2872,Item2872,Clothing,353.16
2873,Item2873,Books,61.24
2874,Item2874,Sports,316.7
2875,Item2875,Clothing,192.14
2876,Item2876,Sports,390.21
2877,Item2877,Sports,124.7
2878,Item2878,Clothing,394.02
2879,Item2879,Electronics,477.51
2880,Item2880,Clothing,432.92
2881,Item2881,Sports,173.36
2882,Item2882,Books,479.94
2883,Item2883,Clothing,94.7
2884,Item2884,Clothing,201.76
2885,Item2885,Clothing,190.45
2886,Item2886,Home,284.99
2887,Item2887,Clothing,396.8
2888,Item2888,Sports,279.18
2889,Item2889,Electronics,62.62
2890,Item2890,Clothing,178.83
2891,Item2891,Books,38.69
2892,Item2892,Sports,87.85
2893,Item2893,Sports,51.87
2894,Item2894,Sports,212.2
2895,Item2895,Electronics,239.91
2896,Item2896,Clothing,198.07
2897,Item2897,Electronics,239.81
2898,Item2898,Home,117.38
2899,Item2899,Clothing,325.61
2900,Item2900,Home,311.94
2901,Item2901,Clothing,46.46
2902,Item2902,Clothing,39.97
2903,Item2903,Home,305.75
2904,Item2904,Sports,232.69
2905,Item2905,Home,250.65
2906,Item2906,Clothing,214.86
2907,Item2907,Books,383.12
2908,Item2908,Books,74.09
2909,Item2909,Home,20.86
2910,Item2910,Electronics,220.97
2911,Item2911,Electronics,15.26
2912,Item2912,Sports,468.66
2913,Item2913,Home,321.47
2914,Item2914,Books,299.77
2915,Item2915,Books,41.16
2916,Item2916,Electronics,91.91
2917,Item2917,Home,84.06
2918,Item2918,Sports,269.71
2919,Item2919,Books,180.37
2920,Item2920,Electronics,346.06
2921,Item2921,Books,136.0
2922,Item2922,Sports,179.49
2923,Item2923,Electronics,269.04
2924,Item2924,Home,139.58
2925,Item2925,Clothing,450.22
2926,Item2926,Home,372.72
2927,Item2927,Books,88.46
2928,Item2928,Home,22.83
2929,Item2929,Electronics,235.21
2930,Item2930,Electronics,332.29
2931,Item2931,Sports,33.47
2932,Item2932,Clothing,270.91
2933,Item2933,Books,188.95
2934,Item2934,Sports,266.54
2935,Item2935,Clothing,108.52
2936,Item2936,Clothing,63.85
2937,Item2937,Electronics,337.41
2938,Item2938,Books,432.99
2939,Item2939,Home,479.55
2940,Item2940,Books,10.52
2941,Item2941,Sports,118.67
2942,Item2942,Electronics,364.34
2943,Item2943,Electronics,369.52
2944,Item2944,Clothing,329.46
2945,Item2945,Books,218.51
2946,Item2946,Electronics,164.16
2947,Item2947,Books,197.9
2948,Item2948,Home,225.22
2949,Item2949,Home,240.87
2950,Item2950,Clothing,83.89
2951,Item2951,Electronics,134.95
2952,Item2952,Clothing,437.06
2953,Item2953,Sports,210.39
2954,Item2954,Clothing,231.26
2955,Item2955,Sports,149.47
2956,Item2956,Sports,486.68
2957,Item2957,Sports,94.45
2958,Item2958,Sports,209.65
2959,Item2959,Sports,106.63
2960,Item2960,Clothing,125.74
